<<<<<<< HEAD
Apartment, Address,rating,reviews
Moontower,"2204 San Antonio St, Austin, TX 78705, United States",1.2,"['DO NOT LEASE HERE! There are so many things wrong with this building that do not get addressed in a timely manner or at all. Elevators are broken more often then not, amenities are unavailable, the AC doesn’t seem to work as the temp in the lobby and hallways is just as hot as it is outside. At the beginning of the fall 22 semester when everyone moved in, the trash chutes were closed for 3 weeks. Residents were instructed to take their trash to the dumpster in the alley behind the building, but of course a lot didn’t, so there was trash lining the hot hallways for days at a time. Maintenance requests are not taken seriously. My daughter’s apartment has mold in it, and maintenance just painted over it. That is not how you take care of mold and that is a serious health hazard. It is in the shared living spaces of her apartment as well as the bedrooms, and she’s had to throw away a lot of clothes/shoes because the mold has spread to the closet. Here are pictures of the mold spreading all over the apartment. Absolute trash building, take your money elsewhere. If I could give 0 stars, I would.', ""I've lived here for the past two years. I've had a wonderful experience until this summer. There is constant construction on my floor. The amenities are unavailable. I'm lucky that my apartment is fine. I do not recommend living here. Also, a couple months ago, there was period of time where the trash room was completely full, it was so gross."", 'The apartment complex is very nice, and quite comfortable. I experience a lot of downsides like elevator and garage scanners malfunctioning. The rooftop is probably the most unkept part of the whole building, with there always being a mess of water puddles from the pool as well as bugs littering the place.', 'Do not sublease here, while the staff mean all the best intentions they are not effective with communication and have surprised me with multiple bills and inconveniences. Cleanliness of facility is also questionable, particularly in the parking garage.\n\nEdit 9/5/23 in response to new response from property owner.\nThe billing practices may be ""rules and regulations"" but are duplicitous. I am a subleaser, and both me and the person I sublet from were charged utilities during the duration of my sublease so there was a double billing there. I moved out in 7/31, and now in September, I\'m being told I have a utility bill to pay for the month of August, which again is duplicitous and I have asked for clarification on this bill and am waiting response.\n\nI signed my sublease, then four days later I was told my application was rejected due to not having a guarantor despite my only needing a stay for one and a half months and displaying documents proving a six-figure income in the initial lease application. Again, these may just be rules and regulations but the surprise was frustrating.\n\nWhen I originally moved into the building on 6/23, I was told by front desk staff my parking (which is a premium at $230/mo, and at that price you\'re still paying to park amongst garbage like littered takeout cups/bags/leaks that create a moldy smell) would be prorated for June; I ended up being charged the full bill. This was later corrected and the proration was returned in the form of future bill credits but this is the kind of surprises I\'m talking about.\n\nI do appreciate that while I was caught off guard by the Noon move out time, as I worked a full time internship, that my important documents were saved and as I mentioned, the front desk staff are very kind and helpful in this manner.\n\nThe staff are helpful, I just felt that billing practices left me with multiple surprises and for the premium of the rent paid, most utilities were broken for my 5 week stay like hallway AC.', 'I am shocked at how poor their customer service is and how ill-equipped their staff is trained. The management will not hand problems over the phone and their email style is juvenile and avoidant. Extremely disappointed!  - I can\'t help but laugh at their response on here ""please don\'t hesitate to reach out to our Leasing Office."" You can try but you\'ll have to wait for an poorly written email response... Rent somewhere else.']"
Signature,"1909 Rio Grande St, Austin, TX 78705, United States",2.8,"[""I don't often write reviews, but I felt that I needed to thank everyone at Signature for providing a safe and comfortable place for my daughter to live while attending UT. The staff goes above and beyond... from move in day, to move out day and every day in-between. My daughter loved the location of her apartment. The several times I came to visit, it felt like a fun place to live with many amenities (gym, pool, study pods). Everything was clean, including the elevators and parking garage. My daughter especially loved the variety of events the staff puts together  (happy hour, contests, first day of school pictures) I can not thank you enough for the peace of mind knowing my daughter was happy and safe! She made wonderful memories living there. I highly recommend this apartment to anyone!"", 'Extremely Disappointed with Signature Apartments\nI regret to say that my experience living at Signature Apartments has been nothing short of disappointing. I feel compelled to share my grievances in the hope that others may avoid the same issues I encountered during my time there.\nFirst and foremost, our move-in day was an absolute nightmare. Upon arrival, we were greeted with an apartment that was far from the ""clean, empty"" space we were promised. Instead, we were welcomed by a mess left behind by the previous residents, including garbage strewn about, filthy walls with noticeable divots, and dust lurking in every air vent. To make matters worse, we were forced to hire a cleaning service at our own expense just to make the apartment habitable. This was an immediate breach of our contract and a clear indication of a lack of responsibility on the part of Signature Apartments.\nOur problems didn\'t end there. For over a month and a half, we had to deal with a malfunctioning fridge that froze all our groceries. The ordeal involved numerous back-and-forths with management, particularly Candice Stricklin. At first, they absurdly suggested that we were storing our items incorrectly. However, it\'s common knowledge that regardless of how one arranges their groceries, they should not turn into frozen blocks. We followed their advice and adjusted the settings accordingly, but the issue persisted. After much insistence, they finally replaced the fridge with a so-called ""new"" one, which inexplicably lacked an ice machine and was handed over to us in a filthy state. This was particularly frustrating as we, being college students on tight budgets, had spent a significant amount on groceries that had gone to waste due to the initial faulty appliance.\nFurthermore, the apartment itself left much to be desired. It lacked natural light, giving it a dark and claustrophobic feel. Out of the four bedrooms, only two had windows. I was unlucky enough to have a room with a view of the Torre parking garage in the alleyway, which meant keeping the blinds drawn at all times to avoid the unsightly view.\nAs if these issues weren\'t enough, the general condition of the apartment building left much to be desired. The trash chute was consistently overflowing, resulting in a persistent stench of garbage throughout the building. The rent, which is already exorbitant for what is offered, is further compounded by a $145 monthly parking fee. To add insult to injury, the mandatory use of SimpleBills, a third-party utility payment service, felt like a total scam.\nI would strongly advise against considering Signature Apartments as your place of residence. The numerous issues I\'ve encountered, from the unclean move-in conditions to the inadequate appliances and overall lackluster living environment, make it clear that this establishment falls far short of its promises and fails to provide the value one would expect for the price. Save yourself the frustration and look elsewhere for a more suitable place to call home.', ""I'm going to miss this place so much.  Spent my last 2 years at UT here, made great friends and the staff was always so helpful and seemed like they actually cared.  I had a pretty bad experience with another wampus apartment before but Signature actually tries to help you out most of the time.  Would highly recommend, won't find anything better at UT."", 'I think it’s funny this building calls itself luxurious. All the furnishings inside the apartment look like they came from a discount store. The pool is dirty. The staff doesn’t even make eye contact with you when you walk by, let alone say hello. The other day I was working downstairs in the lobby and overheard a female staff member take a call from a disgruntled tenant. She laughed with her coworkers about how the caller told her the staff here has no heart and doesn’t care. He was right.', 'Like many have noted, Signature will try to charge you once you move out for unreasonable things, and they are unwilling to properly evaluate any disputes because of their greed. I was charged $35 because the bathtub was ""dirty"", even though the picture they used as proof is shadowy, and does not indicate anything beyond normal wear and tear (attached below). The process to have your disputes considered takes a long time, requires many emails, and feels entirely pointless because of their lack of willingness to waive/reduce charges even when unfair. I\'m thoroughly frustrated and unhappy with them.']"
2400 Nueces,"2400 Nueces St, Austin, TX 78705, United States",2.4,"[""I lived in a 4x4 at 2400 Nueces in the fall of 2022 and it's a solid apartment.\n\nPros:\n• Proximity to campus. It's literally just like one block away from campus.\n• The interior of the apartment is a little dated, but the furniture provided is still functional.\n• The bed mattress provided was super soft and comfortable.\n• Most units have really nice views from the windows and balcony.\n• Since it's a UT apartment, the residents are generally pretty nice and not too loud. It's not filled with party kids like some other West Campus apartments.\n• The gym is solid for an apartment. It's got a decent variety of workout machines, dumbbells, and a bench press.\n• Any maintenance issues were resolved very quickly (often the same day.)\n• I liked that the key to the apartment is also your UT ID card, so I didn't have to carry another set of keys everywhere with me.\n• The apartment felt safe while also not being overly restrictive like a dorm. It seems that some of the older reviews said that you had to check in with the front desk if you arrived late at night, but that wasn't the case when I stayed there. All you needed to do was scan your ID outside the door if entering after like 10pm.\n• Probably the best pro to the apartment was that if you graduate from UT while living here (or you end up doing study-abroad the next semester), you can actually request to terminate your lease so that you don't have to pay rent for the remaining months. They also pro-rated my rent for the month when I left which was nice. Highly recommend this place if you're a senior.\n• In addition, they also offer a limited set of 9-month contracts if you sign very early in the cycle (like early fall semester of the previous school year). It's a nice option if you don't plan on staying over the summer. The 9-month contracts are also at the same rate as the 12-month contracts.\n\nCons:\n• For a 4x4 with an attached bathroom, my rent was about $1,030 a month. It's not the most expensive place in West Campus, but depending on who you might ask, some might still find it pricey.\n• For being a UT apartment and having direct access to utexas internet, I thought the internet would be good. Sure if you run a speed test, it'll give you like 200-300 Mbps down, but the network itself is just pretty congested and ends up being really slow sometimes. Furthermore, the Ethernet connections would just randomly lose internet for like 5-10 seconds like a couple times a day. Super frustrating.\n• The mail room hours were also kind of annoying. It's not an open-access mail room, so you can only go and get your packages when an RA is present at the mail room. Sometimes, there wouldn't be someone present when the hours said there should. Also, you had to wait an additional 3 hours after a package arrived for them to process it. I guess one benefit is that packages didn't get stolen like other apartments, but it still was a bummer that sometimes you had to wait until the next day to get your package.\n• I think there were a couple phantom fire alarms, but it seems that's a common occurrence at most WC apartments lol.\n\nOverall, it's a nice apartment and I highly recommend staying here if you're graduating because it'll save you some money. It's not as modern-looking as some other apartments, but it's still a solid place."", '2400 Nueces is a bit pricey, but everything was clean and in good condition when my UT student moved in. Maintenance has been responsive to calls. There are terrific views of west campus and the UT Tower. Is this *too* nice for a college student? I resisted the urge to start this review with ""In my day..."" :)', 'I will preface this review by saying that I lived here under the old management for 1.5 years and then this past semester / summer under UT management. The old apartment management was decent enough: the front desk staff were friendly and knew me by name and were always helpful with anything I needed, maintenance orders were carried out quickly enough, and the overall atmosphere was great. It\'s pricey, but it\'s close to campus, has great amenities, and is a great place to live if you can afford it. I would have gladly lived here all 4 years.... but:\n\nThen, UT took over. This past semester has been awful. They basically turned the place into a dorm. You have to show proof you live there to a front desk person if you come in from midnight to 8 AM (inconvenient if you run in the morning). You have to register guests if they are staying overnight. They no longer allow delivery drivers to come straight to your door. In addition, the front desk staff have become extremely rude and condescending. Once, I was threatened with ""disciplinary action from the provost"" because I was questioning the front desk staff about a new policy they suddenly enacted. Worse yet, communication has completely broken down between the management and the tenants. All of the above policy changes come in from one day to the next, with absolutely no warning or prior emails explaining the changes.\n\nThis affects me more personally since I signed my lease under old management, only to be moved into a dorm-like setting one day without any prior knowledge.\n\nHowever, the silver lining is that this is a really nice place to live. The floor plans are solid and the views around the building are breathtaking. My view outside of my balcony is what I will miss most about this place. Also, the walls are SOLID concrete. I have not heard a single sound coming from any of my neighbors during my 2 years here. If you can put up with the BS red tape that UT puts up, this is a really nice place. But, it\'s pricey.\n\nUltimately, UT\'s takeover ruined this apartment building for me. Personally, I want to just write a monthly check out to management and be left alone. UT has denied that to its residents by putting up literal barriers around this apartment building.', 'whatever you do, do NOT live here. The staff is nice but uneducated on their own policies. The rent price is absolutely insane for what you get for your money. Elevators have a 50/50 chance of working. After being told that I could move out early after getting a subleaser in place, they did not return my final rent payment in full (fair) but lacked informing their staff on the specifics of the lease terms once the keys were turned in. Angie Gabriel, manager of resident services would not call me to clarify my questions but rather hid behind her computer screen whenever I had any questions after I asked more than twice I wanted to talk directly. WHATEVER YOU DO, DO NOT LIVE HERE UNLESS YOU LIKE THROWING YOUR MONEY DOWN THE DRAIN.', 'This is a terrible place to live. The elevators are often broken, normally there would only be one or two elevators working. Good luck getting to class on time when the elevator stops on every single floor on its way down. The sink and toilet are easily clogged and maintenance takes forever. For a rent price of $1,400 a month, this sort of stuff is just ridiculous. I also heard from a friend that the property manager Laura Bales actively discriminated against people with disability by denying the living condition that would offer equal opportunities for the disabled. DO NOT CHOOSE TO LIVE HERE FOR YOUR OWN SAKE!!']"
Nine at Rio,"2100 Rio Grande St, Austin, TX 78705, United States",1.8,"[""UPDATE:  We were charged the $50 charge and it still hasn't been removed. Even after sending an email that was never responded to. Can't wait for our son to be out of this place.\n\nUnless you want to fork out money for every little thing, avoid this place.\n\nExample: My son forgot his key this morning as he was trying to get out the door for an appointment in San Antonio. After a long procedure and then driving back to Austin, he was ready to crash. When he realized he forgot his key, he went to the front office. There was a sign saying there were all in staff development and to contact a number in case of emergency. He called them. *In order to get back into his room, there would be a $50 charge because maintenance would have to unlock the door. If the office staff was there, it would cost nothing. But now he has to pay $50 or sleep in the hallway until the office staff arrives back tomorrow.\n\nIf this place cared anything about the safety and welfare of their residents, they would have recognized this was the first time something like this had happened and would get him back in his room as soon as possible.\n\nJuly move out can’t come soon enough."", ""0/10 This building's management does not care about its tenants. We found tiny beetles crawling everywhere in our apartment, in the sink, bathtub, the walls, the floor, in our beds, on our pillows, on our clothes in the closet, crawling on hair ties. Keep in mind our apartment is incredibly clean, and the pest control assessment mentioned that the bugs are a result of the apartment's constant humidity problem. When we begged management for help and living accommodations until pest control could fumigate, they said there was nothing they could do and they didn't consider it an emergency. When I told my UT professor about this problem, even she asked for the management and building name so she could try to get us accommodations. After telling us the problem would be handled, the building management stopped answering when we asked for updates on when the apartment would be fumigated, and truly didn't show any concern for resolving the problem as soon as possible; in the middle of finals week. The lack of communication or care is terrifying. All they kept saying was that our last work order for the problem was in October, and completely missed the point that the bug problem had gotten out of control and was now an emergency that needed to be dealt with immediately. The pest control company that came to our apartment TWO days after our emergency work order told us they would need to prepare the apartment for fumigation, but our apartment complex has completely stopped communicating with us about the problem and we have had to find sleeping arrangements ourselves, which for most of us is driving home three hours away and taking an INCOMPLETE on our FINALS. We still don't know what is going on or when we will be able to go back to living in our apartment. The timeline on this entire process has been excruciating and we have cried too many times to count. Unless you want to be stranded, sleep deprived, and have bugs crawling all over your bed and clothes in the middle of finals week, do not live here!!!!"", ""To any future residents: I would advise looking elsewhere for housing. Regardless of the complete disrespect and lack of communication shown by management, the building has fundamental infrastructure issues that will lead to problems that you will not face in other apartment buildings in West Campus.\n\nThe entire building has a humidity issue; as a resident of two years, I have experienced extreme humidity in both of my apartments that were not solved even with industrial grade dehumidifiers running for days. It is very clear as soon as you walk into the units that the humidity level is far higher than what it should be. Our sheets are damp and the moisture in the air is tangible. Perhaps I have just been unlucky with my two different units, but after speaking to other residents here at the Nine, I know that my roommates and I are not the only ones with humidity issues. At the beginning of the year, even the maintenance worker told me that the humidity was a pervasive issue throughout the building.\n\nHumidity itself may not be a large enough problem, but the mold and bugs that come with the humidity are. As seen in other reviews, there are entire units that are infested with mold and bugs that are likely not isolated cases.\n\nIf you try to raise your concerns with management, they will blame the humidity on plants (that my first apartment didn't have) or any other excuse that they can bring up so that they can do less than the bare minimum of giving their residents a bearable living situation.\n\nSave yourself the worry and the trouble and find another place to live."", 'Worst place to stay if you’re a student. Do not stay here. My friend recently got his car towed because the apartment refused to give him his parking pass that he paid $200 for and they also refused to pay or help  with covering towing fees. Don’t stay here if you want a peaceful year.', 'The 9 at Rio is a really nice place to live! Emily gave me a tour and she was a great tour guide, answered all my questions.']"
The Standard,"715 W 23rd St, Austin, TX 78705, United States",2.6,"['The floor of my floor’s hallway is full of dirt and trash and the trash chutes are so full that our only given option is to take all the trash out to the front dumpster. The other residents of my floor can’t even do that, and despite the building saying they’d be fined, people are leaving trash outside the trash room. The building won’t fine them or take out the trash at the bottom of the chute frequently enough so it’s just been piling up. On top of that, we’ve had drunk groups of guys bang on our doors at night and scream. It just seems like building management doesn’t care and the apartment doesn’t feel safe if you’re a group of girls alone in your apartment at night. There’s security cameras everywhere and they hire security at night, so I’m not really sure why they keep asking residents who are affected to investigate these guys themselves. The management is ridiculously hard to get in contact with and you can assume that every good review here is fake and/or through them giving residents free gifts or perks for writing a 5 star one.', 'Amazing views, cool pool, and friendly staff. The manager Brandon has been excellent to work with at every opportunity. Common areas throughout and hallways on my floor have all been consistently kept clean.', 'My daughter stayed there as a foreign student - finished in July 2023 - now October and not only have I failed to get her deposit back - they charged for one month rent after she had left plus charges for late payment of a rent that wasn’t due plus charges her for not returning keys which she did - trying to talk to someone on the phone is complete pointless - and despite numerous emails I have failed to get a the refund processed!!! Not good!!!!', ""What a great way to move to UT Austin! Chelsea has been super accommodating and lovely to work with. I was nervous to move here and it ended up being such a great fit! I also love my roomies and found the room pairing system really great.\n\nThis place literally has every amenity you can think of and more! The cleaners and security are also really love to speak with. It's the ultimate student living and the best way to integrate into a new city. Thank you!\n\nPS: The sunsets and sunrises are mesmerising!"", ""So angry.  Trying to transfer funds from a 529 account to pay son's rent, and it's just too complicated.  There's no account number.  Logical thing then is to call the office and square this away, but (wouldn't you know it?) you cannot get ANYONE in the office.  We pay a LOT of money for this place, and they cannot even staff the office with someone who can take a phone call and answer simple question.  You do get a foreign call center, and they are utterly unable to do anything.  Awful.  The owner should be ashamed. Customer service, darn you!  Follow up:  I did what was asked below even before it was asked.  Got confirmation that the payment was found.  And then they STILL don't show it paid on the website.  The Standard is wholly unprofessional.  Truly the worst billing experience I have ever had with any company in over 30 years. PS - how about answering the phone?!?  Building of that size needs an office with someone paying attention.""]"
Pointe on Rio,"1901 Rio Grande St, Austin, TX 78705, United States",4.4,"['Didn’t really enjoy living here. I never got actual sunlight and I struggle with mental health so it just wasn’t the place for me because of the lack of sunlight (depends on what floor plan if you get real sunlight in your room). They don’t seem to clean properly before you move in. There was lots of lent all in the back of the dyer and that’s just a fire hazard. For half the year my shower was hot for about 5 min then it would turn freezing cold and they couldn’t do much about it. Maintenance was 5 stars though because he always did his best! AC was also weird for half the year and we’d set it to about 75 and it would be humid in the apartment and you’d have to put it up to 73 for it to be cool inside and that is just a lot in the electrical bill. I also had mold in certain parts of my shower when I moved in and found out I had pink mold further in the year (very mild but still concerning). The shower extractor is the lowest power ever and that’s how all of them are as far as the apartment I was in so it didn’t do much to take away the humidity after a shower. They don’t really check if the stovetop is properly cleaned because when I cleaned it and lifted up the top there was so much gunk at the bottom and was truly nasty. There are just better places in west campus who do so many more activities for their residence for about the same price of rent.\nOh and if one of your roommates has unregistered pets they don’t do much about it. The only reason this was an issue was because there was 4 cats and my apartment constantly smelled of cat poop and just cat in general.', 'Great atmosphere, great location. Facilities are always well kept, and maintenance does a great job responding to requests. Layna and Stephanie in the front office always do a great job and are always super friendly. The property manager, Angie, is also very friendly and helpful. Overall great place to live!', 'Joey literally saved my life, if he was not in the office the day i left my keys in my apartment, i would have been locked out until my roommates all got home. without him i would have been left in the sweltering heat of west campus. thank you joey ', 'I really love this apartment complex. The management has always been responsive and very nice to the tenants. I would love to continue living here if I could because the location is amazing.', 'A Great atmosphere along with a great location, this building has many amenities that apartments at its price range does not have. And Joey from the front desk was very helpful!']"
Villas on Rio,"2111 Rio Grande St, Austin, TX 78705, United States",3.8,"['pictured here is the view from my living room ""window."" I leased from 2022/2023, and lived with little to no sunlight because I also happened to have a windowless room (which are now ILLEGAL for these massive apartment complexes in the city of Austin to build by the way). My roommates and I celebrated when a single sliver of sunlight would come into our living room between 6:07 and 6:15 pm. I was given ZERO warning that our window was going to face a massive brick concrete wall that was two feet away, and ZERO financial compensation for it. We were all still paying the same amount that someone in a D1 floor plan with a BEAUTIFUL view of the city was paying. DO NOT SIGN HERE. They WILL withhold information like this, and they do not allow tours of your specific unit nor do they have a sample room to show despite having a capacity of 600 residents. The in-apartment amenities were nice except for the consistent lack of sunlight that human beings typically need to y\'know live comfortably. I also still had to pay nearly 200 dollars per month for a ""secure"" parking spot despite the gate being wide open and accessible to literally anyone for 9 out of 12 of my months living at Villas on Rio. The residents at Villas were generally rude and standoffish as well; I can recall SO many instances of someone dropping something and people just watching them instead of offering to help as they scramble to pick their stuff up, people don\'t hold open the elevator for someone rushing towards the door, they don\'t offer to hold a door open for someone (college aged OR elderly) carrying something heavy. In short, the residents generally had a noticeable lack of basic manners. The staff were some of the only exceptions to this which I was thankful for. I had a really lackluster experience here and I recommend looking elsewhere in West Campus for a far better living experience. You know it\'s bad when I\'m celebrating and grateful to see SUNLIGHT out of a WINDOW at my new apartment.', 'Villas on Rio has been great. It feels very safe and is great distance to campus. The building is kept clean and functional. The amenities are great and easily accessible. If there are any issues residents are informed.  Living in the pods is actually spacious and private for a better price than others in West Campus. Overall my experience has been good and I plan to renew.', 'Love Villas on Rio so far! The staff was very helpful when me and my roommate signed last year. They were willing to work with us and our preferences (even though we signed kind of late). The amenities are great and clean. I love my room! I have already resigned for next year and can’t wait to live here again.', 'Absolutely love Villas on Rio! Not only is everyone so nice, caring, and understanding, but the location is amazing. Right in the middle of West Campus commuting to and from classes is super easy. The apartment does an extremely good job of giving residents an opportunity to feel like a tight-knit community. In addition, Villas on Rio has by far the best staff. Anything from a  huge maintenance request to answering questions Villas on Rio is on it.', 'I really like this apartment! Amenities are great and I use them everyday, and being next to a Starbucks is nice. Also management is great and they’re super flexible and helpful when you have questions. Maintenance is also great and respond in a timely manner. I like this apartment I just don’t like west campus due to the immense amount of people that live over here.']"
Crest at Pearl,"706 W Martin Luther King Jr Blvd, Austin, TX 78701, United States",4.0,"[""Lived here last year and I the rooms are very spacious and great for the price. The amenities are decent, they have okay gym equipment but they do not have A/C in the study room on the 3rd floor so it does get stuffy but they do have free printing service which was a huge plus. The elevators were broken regularly, sometimes for days or weeks at a time but I really think that's the only huge downside. I think the units are great as I have visited my friends in other units but I definitely would say to try to get a window room, and if you have a windowless room to get some light fixtures and some decor because it can get pretty depressing in there without a window. I think my only complaint for the unit itself would be that their appliances were a bit outdated such as the refrigerator and the washer/dryer but still functional. Lots of cabinet and pantry space in the kitchen. Somewhat dirty floors both in the unit and in general. Exceptionally helpful staff and very quick maintenance/repair team. Garage is decent and they offer a locker package retrieval service for free as well. I would definitely live here again if I got a room with a window."", 'Recently went here for some business, and had a pleasing experience. The elevator wasn’t working when I went, but I think it’s fine jogging up to the 2nd floor. However, I do understand how painful it could be to have to live in one of the higher floors when this happens. The restroom’s in the apartments are also very nice and calming; especially, William’s toilet. Overall, lovely experience, with only some minor annoyances.', 'I stopped by the office on short notice for a tour, and was able to get one immediately. Isaac was a great tour guide; friendly, welcoming, answered all of my questions, and provided me with everything I needed. Seems to be a great place to live, at an exceptional rate. Can’t wait to live here next fall!', 'Apartment is spacious for the price, but very lackluster and the entire building is just gross and musty. Bad security and very easy to get in through the gate. When we moved in the unit was disgusting, nothing had been cleaned. We even had poprocks/rock candy stuck to the inside of our cabinets upon move in. They ""inspect"" the units and charge you a small fortune for cleaning fees but then they do no cleaning whatsoever. Hallways are so ugly and dirty, there are roaches on the stairwells frequently, the elevators break all the time. Sometimes both are broken so if you live on a higher floor that\'s just tough luck.\n\nThey tried to charge me for a dirty bathroom when I hired a maid service through them that guaranteed no cleaning fees. They did credit the money back, but it shows that they just charge you for random cleaning fees regardless of what you do. There\'s no way the bathroom was dirty if I literally hired a maid service, they made that up.\n\nThe apartment is a low-quality build in general, you can hear everything through the walls which is super uncomfortable. The gym is stuffy, hot, and way too small. The treadmills also break all the time so sometimes there would only be one working and I would have to walk to a UT gym to work out. Also, something to consider: this place is right next to the 21st street co-op. They will do drum circles at odd hours of the night, my roommates and I would wake up at 4am sometimes (yes, on week nights as well as weekends) because they will randomly scream or do chants. There were some nights where we couldn\'t sleep for hours because of the noise. Not the apartment\'s fault, but the co-op being next door seriously undervalues this place and in my opinion makes it not worth what it costs to live there.\n\nOther apartments in west campus charge similar prices for better. Don\'t lease here unless you have no other option, easily the worst place I\'ve lived in west campus so far. The cherry on top for me was that when I paid my last cycle of bills (they add up 2-3 months of bills and charge you all at once at the end of summer), they charged a $19.95 processing fee for ANY form of payment. Echeck, credit card, debit card, you name it, when there was never a charge before to pay rent/bills.', 'This complex is so nice. Isaac was extremely helpful with the whole process of touring and signing. He described everything in detail, and answered all my questions effectively. Overall, great place and great staff!']"
Villas on 26th,"800 W 26th St, Austin, TX 78705, United States",1.8,"['I wouldn’t recommend living here to anyone for multiple reasons. I’ve had my packages stolen multiple times in the building and despite having cameras the management has been unhelpful at best. The apartment also came in poor condition (dirty floors, old dingy carpets, broken/missing blinds and lights, paint chips and dirty walls, etc) and the amenities are almost non existent and not kept in good condition regardless. The elevator is ALWAYS dirty.\n\nTo further this, I had the absolute WORST roach infestation all summer (literally a hive, a HIVE, living in the dishwasher that was never fixed despite putting multiple requests in and requesting help in the office in person. I had bugs crawling on my face in my sleep. If you live in apartment 204 please look out. My router also disappeared after electricians came through to redo the wires and I faced a 150 charge and management was extremely unhelpful and unapologetic. To charge such a high price to live like that is a scam.\n\nThe last straw is now that Ive moved out they have tried to charge me and my roommates 650+ dollars each for damages that were caused before we ever showed up and were listed on the intake form. They’re trying to take 450 dollars for the way my bedroom carpet was to begin with. They’re literally trying to scam you out of your money. I cannot emphasize enough to not live here. The one star is for Javier who does the maintenance, he is extremely caring and attentive and does things in a timely manner.\n\nAdding below some  pictures of the apartment we took when we moved in that they’re now claiming we’re responsible for such as the walls, carpets and missing/broken lights/fixtures.', 'This was my first place coming from Atlanta to Austin for school, and the experience was incredible. Very clean and spacious apartment that offers great amenities for an affordable price. Management was always attentive and kind. 10/10 recommend.', 'Hello! This place has good space for the living but the maintenance of it makes it uninhabitable for our apartment. The trash has been piled up outside in our hallway for 2 and a half weeks making the bugs, roaches and maggots infesting our area. We have complained to management multiple times and they continually tell us to be patient but it’s gotten to the point that we as residents have to take out the piles of trash by ourselves in order to live without a terrible smell and to have access to another entry way.', 'I usually never leave reviews but this is by far the worst apartment I have ever stayed at in college. After the management change, the office has 0 care for my well being and is unwilling to work with you to resolve issues. I was under the impression that my unit would be furnished and requested it to be, but this wasn’t communicated as there was a change with management right when the school semester started, and I paid for a “furnished room” to get one twin mattress in my room and had to live with that for two weeks before I ordered furniture during the hectic start of the school year. In the contract they state they will replace your garage key but for a fee if lost but I they have been unable to replace it, making me have to wait outside the garage for someone to come in for the past like 3 months - such a waste of gas and time. Our dryer turns off every 5 minutes so it has to be rerun so it is like a 6 hour task to get laundry done, and the office hasn’t resolved this issue either. The only person who is pleasing to speak with is the person doing the actual repairs for maintenance (thank you Javier) and the rest of the office staff is honestly just rude and doesn’t show you the slightest respect. The property overall definitely needs some renovation as the appliances are old - the ONE elevator we have broke like every other week at one point.', 'Do not live here. The management is absolutely terrible, they don’t care at all about their residents or their well being. The entire building is disgustingly filthy, the amenities only work half of the time if at all. The management is impossible to get ahold of, and once you finally do they’re absolutely no help. It’s absolutely not worth the price.']"
Inspire on 22nd,"2200 Nueces St, Austin, TX 78705, United States",5.0,"[""I lived at Inspire my third year at UT, and I've just renewed my lease for my fourth and last year in school. What I like the most is that it's a 10 minute walk to my classes, and it's very quiet. The staff is very friendly, and they are very quick to respond to emails."", 'I have lived at Inspire for seven months now and I renewed my lease for an additional year.  My experience here has been great. The rooms are very soundproof. I never hear my neighbors. Maintenance responds to my work orders on the same day I place them. Management is very nice and helpful. They email and text back and forth very quickly. I toured a lot of apartments before choosing Inspire and I truly think it is some of the best student housing on West Campus.', ""Just got a tour here, so I'm just leaving a review for the staff. Hunter Hodges gave us a fantastic tour! He was so helpful, answered every question we had, and was so sweet!"", 'Had a wonderful tour experience with a wonderful tour guide, Hunter Hodges, he gave us a full amenities and room tour of their show room and was able to answer any questions we had easily. The place itself is very nice pretty spacy and a nice kitchen/living area.', 'Best property in West Campus!!! Management and Maintenance teams go above and beyond to make sure residents truly enjoy their stay. Cheers to many years of partnership!']"
Quarters Nueces,"2300 Nueces St, Austin, TX 78705, United States",1.6,"['Lived there for two years, terrible experience. Don’t live there. I moved in with a boarded window since apparently my window was gone. Took them 4 months to replace the window. Glass shattering every night. Thin walls and puke in the elevator. A lot of dog poop in random areas, it’s hilarious.', 'We are having crazy flooding every floor (from 8th floor to 2nd floor) in this building in the middle of the night\nNo one in this building knew what happened and we can’t get sleep because the leaking and flooding in almost every unit!\nThey are trying to fix but just cleaned up the water but actually not fix the roots\nThe noise of fixing at night was also soooooo disturbing and frustrating\nWorst of it, it’s Sunday night! I have work and class tomorrow! Anyways I am so mad\nIt’s insane and highly Don’t recommended renting this building\nUpdate:We checked every floor to see what happened and here’s evidence pictures from different floors', 'Can only base upon move in and the following amazing employees that ensured safety, guidance, and nice/professional attitudes, even after working day after day in the heat and long hours…they were Yolanda, Sal and Andy. Praying it’s a great year with little maintenance issues. Room is spacious and new appliances in kitchen.', ""I've never heard of charge for rent per person... This apartment complex is miss leading looks like a part of The University. Over 2,000a month for my granddaughter and her boyfriend. This is taking advantage of our children who are stepping into the adult world. Parents beware.!! Too bad I couldn't give it a zero rating 😞"", ""The most terrible experience living here. If you want to hear construction noise all day long and glass smashing sound at 5 am every morning, welcome to Quaters-Nueces!\nI wanted to end the contract earlier by paying fine but unable to do so cuz the leasing office required me to find someone to sublease. Ended up being trapped here for one year. Pls don't rent here! Find other places! FIND OTHER PLACES!!!!""]"
